test_data\images\DJI_0009_patch_00.JPG test_data\masks\DJI_0009_patch_00.JPG
test_data\images\DJI_1024_patch_06.JPG test_data\masks\DJI_1024_patch_06.JPG
test_data\images\DJI_1024_patch_10.JPG test_data\masks\DJI_1024_patch_10.JPG
test_data\images\DJI_1024_patch_11.JPG test_data\masks\DJI_1024_patch_11.JPG
test_data\images\DJI_1024_patch_12.JPG test_data\masks\DJI_1024_patch_12.JPG
test_data\images\DJI_1024_patch_13.JPG test_data\masks\DJI_1024_patch_13.JPG
test_data\images\DJI_1024_patch_14.JPG test_data\masks\DJI_1024_patch_14.JPG
test_data\images\DJI_1024_patch_15.JPG test_data\masks\DJI_1024_patch_15.JPG
test_data\images\DJI_1024_patch_16.JPG test_data\masks\DJI_1024_patch_16.JPG
test_data\images\DJI_1024_patch_20.JPG test_data\masks\DJI_1024_patch_20.JPG
test_data\images\DJI_1024_patch_21.JPG test_data\masks\DJI_1024_patch_21.JPG
test_data\images\DJI_1024_patch_22.JPG test_data\masks\DJI_1024_patch_22.JPG
test_data\images\DJI_1024_patch_23.JPG test_data\masks\DJI_1024_patch_23.JPG
test_data\images\DJI_1024_patch_24.JPG test_data\masks\DJI_1024_patch_24.JPG
test_data\images\DJI_1024_patch_25.JPG test_data\masks\DJI_1024_patch_25.JPG
test_data\images\DJI_1024_patch_26.JPG test_data\masks\DJI_1024_patch_26.JPG
test_data\images\DJI_1024_patch_30.JPG test_data\masks\DJI_1024_patch_30.JPG
test_data\images\DJI_1024_patch_31.JPG test_data\masks\DJI_1024_patch_31.JPG
test_data\images\DJI_1024_patch_32.JPG test_data\masks\DJI_1024_patch_32.JPG
test_data\images\DJI_1024_patch_33.JPG test_data\masks\DJI_1024_patch_33.JPG
test_data\images\DJI_1024_patch_34.JPG test_data\masks\DJI_1024_patch_34.JPG
test_data\images\DJI_1024_patch_35.JPG test_data\masks\DJI_1024_patch_35.JPG
test_data\images\DJI_1024_patch_36.JPG test_data\masks\DJI_1024_patch_36.JPG
test_data\images\DJI_1024_patch_40.JPG test_data\masks\DJI_1024_patch_40.JPG
test_data\images\DJI_1024_patch_41.JPG test_data\masks\DJI_1024_patch_41.JPG
test_data\images\DJI_1024_patch_42.JPG test_data\masks\DJI_1024_patch_42.JPG
test_data\images\DJI_1024_patch_43.JPG test_data\masks\DJI_1024_patch_43.JPG
test_data\images\DJI_1024_patch_44.JPG test_data\masks\DJI_1024_patch_44.JPG
test_data\images\DJI_1024_patch_45.JPG test_data\masks\DJI_1024_patch_45.JPG
test_data\images\DJI_1024_patch_46.JPG test_data\masks\DJI_1024_patch_46.JPG
test_data\images\DJI_1032_patch_00.JPG test_data\masks\DJI_1032_patch_00.JPG
test_data\images\DJI_1032_patch_01.JPG test_data\masks\DJI_1032_patch_01.JPG
test_data\images\DJI_1032_patch_02.JPG test_data\masks\DJI_1032_patch_02.JPG
test_data\images\DJI_1032_patch_03.JPG test_data\masks\DJI_1032_patch_03.JPG
test_data\images\DJI_1032_patch_04.JPG test_data\masks\DJI_1032_patch_04.JPG
test_data\images\DJI_1032_patch_05.JPG test_data\masks\DJI_1032_patch_05.JPG
test_data\images\DJI_1032_patch_06.JPG test_data\masks\DJI_1032_patch_06.JPG
test_data\images\DJI_1032_patch_10.JPG test_data\masks\DJI_1032_patch_10.JPG
test_data\images\DJI_1032_patch_11.JPG test_data\masks\DJI_1032_patch_11.JPG
test_data\images\DJI_1032_patch_12.JPG test_data\masks\DJI_1032_patch_12.JPG
test_data\images\DJI_1032_patch_13.JPG test_data\masks\DJI_1032_patch_13.JPG
test_data\images\DJI_1032_patch_14.JPG test_data\masks\DJI_1032_patch_14.JPG
test_data\images\DJI_1032_patch_15.JPG test_data\masks\DJI_1032_patch_15.JPG
test_data\images\DJI_1032_patch_16.JPG test_data\masks\DJI_1032_patch_16.JPG
test_data\images\DJI_1032_patch_20.JPG test_data\masks\DJI_1032_patch_20.JPG
test_data\images\DJI_1032_patch_21.JPG test_data\masks\DJI_1032_patch_21.JPG
test_data\images\DJI_1032_patch_22.JPG test_data\masks\DJI_1032_patch_22.JPG
test_data\images\DJI_1032_patch_23.JPG test_data\masks\DJI_1032_patch_23.JPG
test_data\images\DJI_1032_patch_24.JPG test_data\masks\DJI_1032_patch_24.JPG
test_data\images\DJI_1032_patch_25.JPG test_data\masks\DJI_1032_patch_25.JPG
test_data\images\DJI_1032_patch_26.JPG test_data\masks\DJI_1032_patch_26.JPG
test_data\images\DJI_1032_patch_30.JPG test_data\masks\DJI_1032_patch_30.JPG
test_data\images\DJI_1032_patch_31.JPG test_data\masks\DJI_1032_patch_31.JPG
test_data\images\DJI_1032_patch_32.JPG test_data\masks\DJI_1032_patch_32.JPG
test_data\images\DJI_1032_patch_33.JPG test_data\masks\DJI_1032_patch_33.JPG
test_data\images\DJI_1032_patch_34.JPG test_data\masks\DJI_1032_patch_34.JPG
test_data\images\DJI_1032_patch_35.JPG test_data\masks\DJI_1032_patch_35.JPG
test_data\images\DJI_1032_patch_36.JPG test_data\masks\DJI_1032_patch_36.JPG
test_data\images\DJI_1032_patch_40.JPG test_data\masks\DJI_1032_patch_40.JPG
test_data\images\DJI_1032_patch_41.JPG test_data\masks\DJI_1032_patch_41.JPG
test_data\images\DJI_1032_patch_42.JPG test_data\masks\DJI_1032_patch_42.JPG
test_data\images\DJI_1032_patch_43.JPG test_data\masks\DJI_1032_patch_43.JPG
test_data\images\DJI_1032_patch_44.JPG test_data\masks\DJI_1032_patch_44.JPG
test_data\images\DJI_1032_patch_45.JPG test_data\masks\DJI_1032_patch_45.JPG
test_data\images\DJI_1032_patch_46.JPG test_data\masks\DJI_1032_patch_46.JPG
test_data\images\DJI_1033_patch_00.JPG test_data\masks\DJI_1033_patch_00.JPG
test_data\images\DJI_1033_patch_01.JPG test_data\masks\DJI_1033_patch_01.JPG
test_data\images\DJI_1033_patch_02.JPG test_data\masks\DJI_1033_patch_02.JPG
test_data\images\DJI_1033_patch_03.JPG test_data\masks\DJI_1033_patch_03.JPG
test_data\images\DJI_1033_patch_04.JPG test_data\masks\DJI_1033_patch_04.JPG
test_data\images\DJI_1033_patch_05.JPG test_data\masks\DJI_1033_patch_05.JPG
test_data\images\DJI_1033_patch_06.JPG test_data\masks\DJI_1033_patch_06.JPG
test_data\images\DJI_1033_patch_10.JPG test_data\masks\DJI_1033_patch_10.JPG
test_data\images\DJI_1033_patch_11.JPG test_data\masks\DJI_1033_patch_11.JPG
test_data\images\DJI_1033_patch_12.JPG test_data\masks\DJI_1033_patch_12.JPG
test_data\images\DJI_1033_patch_13.JPG test_data\masks\DJI_1033_patch_13.JPG
test_data\images\DJI_1033_patch_14.JPG test_data\masks\DJI_1033_patch_14.JPG
test_data\images\DJI_1033_patch_15.JPG test_data\masks\DJI_1033_patch_15.JPG
test_data\images\DJI_1033_patch_16.JPG test_data\masks\DJI_1033_patch_16.JPG
test_data\images\DJI_1033_patch_20.JPG test_data\masks\DJI_1033_patch_20.JPG
test_data\images\DJI_1033_patch_21.JPG test_data\masks\DJI_1033_patch_21.JPG
test_data\images\DJI_1033_patch_22.JPG test_data\masks\DJI_1033_patch_22.JPG
test_data\images\DJI_1033_patch_23.JPG test_data\masks\DJI_1033_patch_23.JPG
test_data\images\DJI_1033_patch_24.JPG test_data\masks\DJI_1033_patch_24.JPG
test_data\images\DJI_1033_patch_25.JPG test_data\masks\DJI_1033_patch_25.JPG
test_data\images\DJI_1033_patch_26.JPG test_data\masks\DJI_1033_patch_26.JPG
test_data\images\DJI_1033_patch_30.JPG test_data\masks\DJI_1033_patch_30.JPG
test_data\images\DJI_1033_patch_31.JPG test_data\masks\DJI_1033_patch_31.JPG
test_data\images\DJI_1033_patch_32.JPG test_data\masks\DJI_1033_patch_32.JPG
test_data\images\DJI_1033_patch_33.JPG test_data\masks\DJI_1033_patch_33.JPG
test_data\images\DJI_1033_patch_34.JPG test_data\masks\DJI_1033_patch_34.JPG
test_data\images\DJI_1033_patch_35.JPG test_data\masks\DJI_1033_patch_35.JPG
test_data\images\DJI_1033_patch_36.JPG test_data\masks\DJI_1033_patch_36.JPG
test_data\images\DJI_1033_patch_40.JPG test_data\masks\DJI_1033_patch_40.JPG
test_data\images\DJI_1033_patch_41.JPG test_data\masks\DJI_1033_patch_41.JPG
test_data\images\DJI_1033_patch_42.JPG test_data\masks\DJI_1033_patch_42.JPG
test_data\images\DJI_1033_patch_43.JPG test_data\masks\DJI_1033_patch_43.JPG
test_data\images\DJI_1033_patch_44.JPG test_data\masks\DJI_1033_patch_44.JPG
test_data\images\DJI_1033_patch_45.JPG test_data\masks\DJI_1033_patch_45.JPG
test_data\images\DJI_1033_patch_46.JPG test_data\masks\DJI_1033_patch_46.JPG
test_data\images\DJI_1034_patch_00.JPG test_data\masks\DJI_1034_patch_00.JPG
test_data\images\DJI_1034_patch_01.JPG test_data\masks\DJI_1034_patch_01.JPG
test_data\images\DJI_1034_patch_02.JPG test_data\masks\DJI_1034_patch_02.JPG
test_data\images\DJI_1034_patch_03.JPG test_data\masks\DJI_1034_patch_03.JPG
test_data\images\DJI_1034_patch_04.JPG test_data\masks\DJI_1034_patch_04.JPG
test_data\images\DJI_1034_patch_05.JPG test_data\masks\DJI_1034_patch_05.JPG
test_data\images\DJI_1034_patch_06.JPG test_data\masks\DJI_1034_patch_06.JPG
test_data\images\DJI_1034_patch_10.JPG test_data\masks\DJI_1034_patch_10.JPG
test_data\images\DJI_1034_patch_11.JPG test_data\masks\DJI_1034_patch_11.JPG
test_data\images\DJI_1034_patch_12.JPG test_data\masks\DJI_1034_patch_12.JPG
test_data\images\DJI_1034_patch_13.JPG test_data\masks\DJI_1034_patch_13.JPG
test_data\images\DJI_1034_patch_14.JPG test_data\masks\DJI_1034_patch_14.JPG
test_data\images\DJI_1034_patch_15.JPG test_data\masks\DJI_1034_patch_15.JPG
test_data\images\DJI_1034_patch_16.JPG test_data\masks\DJI_1034_patch_16.JPG
test_data\images\DJI_1034_patch_20.JPG test_data\masks\DJI_1034_patch_20.JPG
test_data\images\DJI_1034_patch_21.JPG test_data\masks\DJI_1034_patch_21.JPG
test_data\images\DJI_1034_patch_22.JPG test_data\masks\DJI_1034_patch_22.JPG
test_data\images\DJI_1034_patch_23.JPG test_data\masks\DJI_1034_patch_23.JPG
test_data\images\DJI_1034_patch_24.JPG test_data\masks\DJI_1034_patch_24.JPG
test_data\images\DJI_1034_patch_25.JPG test_data\masks\DJI_1034_patch_25.JPG
test_data\images\DJI_1034_patch_26.JPG test_data\masks\DJI_1034_patch_26.JPG
test_data\images\DJI_1034_patch_30.JPG test_data\masks\DJI_1034_patch_30.JPG
test_data\images\DJI_1034_patch_31.JPG test_data\masks\DJI_1034_patch_31.JPG
test_data\images\DJI_1034_patch_32.JPG test_data\masks\DJI_1034_patch_32.JPG
test_data\images\DJI_1034_patch_33.JPG test_data\masks\DJI_1034_patch_33.JPG
test_data\images\DJI_1034_patch_34.JPG test_data\masks\DJI_1034_patch_34.JPG
test_data\images\DJI_1034_patch_35.JPG test_data\masks\DJI_1034_patch_35.JPG
test_data\images\DJI_1034_patch_36.JPG test_data\masks\DJI_1034_patch_36.JPG
test_data\images\DJI_1034_patch_40.JPG test_data\masks\DJI_1034_patch_40.JPG
test_data\images\DJI_1034_patch_41.JPG test_data\masks\DJI_1034_patch_41.JPG
test_data\images\DJI_1034_patch_42.JPG test_data\masks\DJI_1034_patch_42.JPG
test_data\images\DJI_1034_patch_43.JPG test_data\masks\DJI_1034_patch_43.JPG
test_data\images\DJI_1034_patch_44.JPG test_data\masks\DJI_1034_patch_44.JPG
test_data\images\DJI_1034_patch_45.JPG test_data\masks\DJI_1034_patch_45.JPG
test_data\images\DJI_1034_patch_46.JPG test_data\masks\DJI_1034_patch_46.JPG
test_data\images\DJI_1050_patch_00.JPG test_data\masks\DJI_1050_patch_00.JPG
test_data\images\DJI_1050_patch_01.JPG test_data\masks\DJI_1050_patch_01.JPG
test_data\images\DJI_1050_patch_02.JPG test_data\masks\DJI_1050_patch_02.JPG
test_data\images\DJI_1050_patch_03.JPG test_data\masks\DJI_1050_patch_03.JPG
test_data\images\DJI_1050_patch_04.JPG test_data\masks\DJI_1050_patch_04.JPG
test_data\images\DJI_1050_patch_05.JPG test_data\masks\DJI_1050_patch_05.JPG
test_data\images\DJI_1050_patch_06.JPG test_data\masks\DJI_1050_patch_06.JPG
test_data\images\DJI_1050_patch_10.JPG test_data\masks\DJI_1050_patch_10.JPG
test_data\images\DJI_1050_patch_11.JPG test_data\masks\DJI_1050_patch_11.JPG
test_data\images\DJI_1050_patch_12.JPG test_data\masks\DJI_1050_patch_12.JPG
test_data\images\DJI_1050_patch_13.JPG test_data\masks\DJI_1050_patch_13.JPG
test_data\images\DJI_1050_patch_14.JPG test_data\masks\DJI_1050_patch_14.JPG
test_data\images\DJI_1050_patch_15.JPG test_data\masks\DJI_1050_patch_15.JPG
test_data\images\DJI_1050_patch_16.JPG test_data\masks\DJI_1050_patch_16.JPG
test_data\images\DJI_1050_patch_20.JPG test_data\masks\DJI_1050_patch_20.JPG
test_data\images\DJI_1050_patch_21.JPG test_data\masks\DJI_1050_patch_21.JPG
test_data\images\DJI_1050_patch_22.JPG test_data\masks\DJI_1050_patch_22.JPG
test_data\images\DJI_1050_patch_23.JPG test_data\masks\DJI_1050_patch_23.JPG
test_data\images\DJI_1050_patch_24.JPG test_data\masks\DJI_1050_patch_24.JPG
test_data\images\DJI_1050_patch_25.JPG test_data\masks\DJI_1050_patch_25.JPG
test_data\images\DJI_1050_patch_26.JPG test_data\masks\DJI_1050_patch_26.JPG
test_data\images\DJI_1050_patch_30.JPG test_data\masks\DJI_1050_patch_30.JPG
test_data\images\DJI_1050_patch_31.JPG test_data\masks\DJI_1050_patch_31.JPG
test_data\images\DJI_1050_patch_32.JPG test_data\masks\DJI_1050_patch_32.JPG
test_data\images\DJI_1050_patch_33.JPG test_data\masks\DJI_1050_patch_33.JPG
test_data\images\DJI_1050_patch_34.JPG test_data\masks\DJI_1050_patch_34.JPG
test_data\images\DJI_1050_patch_35.JPG test_data\masks\DJI_1050_patch_35.JPG
test_data\images\DJI_1050_patch_36.JPG test_data\masks\DJI_1050_patch_36.JPG
test_data\images\DJI_1050_patch_40.JPG test_data\masks\DJI_1050_patch_40.JPG
test_data\images\DJI_1050_patch_41.JPG test_data\masks\DJI_1050_patch_41.JPG
test_data\images\DJI_1050_patch_42.JPG test_data\masks\DJI_1050_patch_42.JPG
test_data\images\DJI_1050_patch_43.JPG test_data\masks\DJI_1050_patch_43.JPG
test_data\images\DJI_1050_patch_44.JPG test_data\masks\DJI_1050_patch_44.JPG
test_data\images\DJI_1050_patch_45.JPG test_data\masks\DJI_1050_patch_45.JPG
test_data\images\DJI_1050_patch_46.JPG test_data\masks\DJI_1050_patch_46.JPG
test_data\images\DJI_1051_patch_00.JPG test_data\masks\DJI_1051_patch_00.JPG
test_data\images\DJI_1051_patch_01.JPG test_data\masks\DJI_1051_patch_01.JPG
test_data\images\DJI_1051_patch_02.JPG test_data\masks\DJI_1051_patch_02.JPG
test_data\images\DJI_1051_patch_03.JPG test_data\masks\DJI_1051_patch_03.JPG
test_data\images\DJI_1051_patch_04.JPG test_data\masks\DJI_1051_patch_04.JPG
test_data\images\DJI_1051_patch_05.JPG test_data\masks\DJI_1051_patch_05.JPG
test_data\images\DJI_1051_patch_06.JPG test_data\masks\DJI_1051_patch_06.JPG
test_data\images\DJI_1051_patch_10.JPG test_data\masks\DJI_1051_patch_10.JPG
test_data\images\DJI_1051_patch_11.JPG test_data\masks\DJI_1051_patch_11.JPG
test_data\images\DJI_1051_patch_12.JPG test_data\masks\DJI_1051_patch_12.JPG
test_data\images\DJI_1051_patch_13.JPG test_data\masks\DJI_1051_patch_13.JPG
test_data\images\DJI_1051_patch_14.JPG test_data\masks\DJI_1051_patch_14.JPG
test_data\images\DJI_1051_patch_15.JPG test_data\masks\DJI_1051_patch_15.JPG
test_data\images\DJI_1051_patch_16.JPG test_data\masks\DJI_1051_patch_16.JPG
test_data\images\DJI_1051_patch_20.JPG test_data\masks\DJI_1051_patch_20.JPG
test_data\images\DJI_1051_patch_21.JPG test_data\masks\DJI_1051_patch_21.JPG
test_data\images\DJI_1051_patch_22.JPG test_data\masks\DJI_1051_patch_22.JPG
test_data\images\DJI_1051_patch_23.JPG test_data\masks\DJI_1051_patch_23.JPG
test_data\images\DJI_1051_patch_24.JPG test_data\masks\DJI_1051_patch_24.JPG
test_data\images\DJI_1051_patch_25.JPG test_data\masks\DJI_1051_patch_25.JPG
test_data\images\DJI_1051_patch_26.JPG test_data\masks\DJI_1051_patch_26.JPG
test_data\images\DJI_1051_patch_30.JPG test_data\masks\DJI_1051_patch_30.JPG
test_data\images\DJI_1051_patch_31.JPG test_data\masks\DJI_1051_patch_31.JPG
test_data\images\DJI_1051_patch_32.JPG test_data\masks\DJI_1051_patch_32.JPG
test_data\images\DJI_1051_patch_33.JPG test_data\masks\DJI_1051_patch_33.JPG
test_data\images\DJI_1051_patch_34.JPG test_data\masks\DJI_1051_patch_34.JPG
test_data\images\DJI_1051_patch_35.JPG test_data\masks\DJI_1051_patch_35.JPG
test_data\images\DJI_1051_patch_36.JPG test_data\masks\DJI_1051_patch_36.JPG
test_data\images\DJI_1051_patch_40.JPG test_data\masks\DJI_1051_patch_40.JPG
test_data\images\DJI_1051_patch_41.JPG test_data\masks\DJI_1051_patch_41.JPG
test_data\images\DJI_1051_patch_42.JPG test_data\masks\DJI_1051_patch_42.JPG
test_data\images\DJI_1051_patch_43.JPG test_data\masks\DJI_1051_patch_43.JPG
test_data\images\DJI_1051_patch_44.JPG test_data\masks\DJI_1051_patch_44.JPG
test_data\images\DJI_1051_patch_45.JPG test_data\masks\DJI_1051_patch_45.JPG
test_data\images\DJI_1051_patch_46.JPG test_data\masks\DJI_1051_patch_46.JPG
test_data\images\DJI_1052_patch_00.JPG test_data\masks\DJI_1052_patch_00.JPG
test_data\images\DJI_1052_patch_01.JPG test_data\masks\DJI_1052_patch_01.JPG
test_data\images\DJI_1052_patch_02.JPG test_data\masks\DJI_1052_patch_02.JPG
test_data\images\DJI_1052_patch_03.JPG test_data\masks\DJI_1052_patch_03.JPG
test_data\images\DJI_1052_patch_04.JPG test_data\masks\DJI_1052_patch_04.JPG
test_data\images\DJI_1052_patch_05.JPG test_data\masks\DJI_1052_patch_05.JPG
test_data\images\DJI_1052_patch_06.JPG test_data\masks\DJI_1052_patch_06.JPG
test_data\images\DJI_1052_patch_10.JPG test_data\masks\DJI_1052_patch_10.JPG
test_data\images\DJI_1052_patch_11.JPG test_data\masks\DJI_1052_patch_11.JPG
test_data\images\DJI_1052_patch_12.JPG test_data\masks\DJI_1052_patch_12.JPG
test_data\images\DJI_1052_patch_13.JPG test_data\masks\DJI_1052_patch_13.JPG
test_data\images\DJI_1052_patch_14.JPG test_data\masks\DJI_1052_patch_14.JPG
test_data\images\DJI_1052_patch_15.JPG test_data\masks\DJI_1052_patch_15.JPG
test_data\images\DJI_1052_patch_16.JPG test_data\masks\DJI_1052_patch_16.JPG
test_data\images\DJI_1052_patch_20.JPG test_data\masks\DJI_1052_patch_20.JPG
test_data\images\DJI_1052_patch_21.JPG test_data\masks\DJI_1052_patch_21.JPG
test_data\images\DJI_1052_patch_22.JPG test_data\masks\DJI_1052_patch_22.JPG
test_data\images\DJI_1052_patch_23.JPG test_data\masks\DJI_1052_patch_23.JPG
test_data\images\DJI_1052_patch_24.JPG test_data\masks\DJI_1052_patch_24.JPG
test_data\images\DJI_1052_patch_25.JPG test_data\masks\DJI_1052_patch_25.JPG
test_data\images\DJI_1052_patch_26.JPG test_data\masks\DJI_1052_patch_26.JPG
test_data\images\DJI_1052_patch_30.JPG test_data\masks\DJI_1052_patch_30.JPG
test_data\images\DJI_1052_patch_31.JPG test_data\masks\DJI_1052_patch_31.JPG
test_data\images\DJI_1052_patch_32.JPG test_data\masks\DJI_1052_patch_32.JPG
test_data\images\DJI_1052_patch_33.JPG test_data\masks\DJI_1052_patch_33.JPG
test_data\images\DJI_1052_patch_34.JPG test_data\masks\DJI_1052_patch_34.JPG
test_data\images\DJI_1052_patch_35.JPG test_data\masks\DJI_1052_patch_35.JPG
test_data\images\DJI_1052_patch_36.JPG test_data\masks\DJI_1052_patch_36.JPG
test_data\images\DJI_1052_patch_40.JPG test_data\masks\DJI_1052_patch_40.JPG
test_data\images\DJI_1052_patch_41.JPG test_data\masks\DJI_1052_patch_41.JPG
test_data\images\DJI_1052_patch_42.JPG test_data\masks\DJI_1052_patch_42.JPG
test_data\images\DJI_1052_patch_43.JPG test_data\masks\DJI_1052_patch_43.JPG
test_data\images\DJI_1052_patch_44.JPG test_data\masks\DJI_1052_patch_44.JPG
test_data\images\DJI_1052_patch_45.JPG test_data\masks\DJI_1052_patch_45.JPG
test_data\images\DJI_1052_patch_46.JPG test_data\masks\DJI_1052_patch_46.JPG
test_data\images\DJI_1053_patch_00.JPG test_data\masks\DJI_1053_patch_00.JPG
test_data\images\DJI_1053_patch_01.JPG test_data\masks\DJI_1053_patch_01.JPG
test_data\images\DJI_1053_patch_02.JPG test_data\masks\DJI_1053_patch_02.JPG
test_data\images\DJI_1053_patch_03.JPG test_data\masks\DJI_1053_patch_03.JPG
test_data\images\DJI_1053_patch_04.JPG test_data\masks\DJI_1053_patch_04.JPG
test_data\images\DJI_1053_patch_05.JPG test_data\masks\DJI_1053_patch_05.JPG
test_data\images\DJI_1053_patch_06.JPG test_data\masks\DJI_1053_patch_06.JPG
test_data\images\DJI_1053_patch_10.JPG test_data\masks\DJI_1053_patch_10.JPG
test_data\images\DJI_1053_patch_11.JPG test_data\masks\DJI_1053_patch_11.JPG
test_data\images\DJI_1053_patch_12.JPG test_data\masks\DJI_1053_patch_12.JPG
test_data\images\DJI_1053_patch_13.JPG test_data\masks\DJI_1053_patch_13.JPG
test_data\images\DJI_1053_patch_14.JPG test_data\masks\DJI_1053_patch_14.JPG
test_data\images\DJI_1053_patch_15.JPG test_data\masks\DJI_1053_patch_15.JPG
test_data\images\DJI_1053_patch_16.JPG test_data\masks\DJI_1053_patch_16.JPG
test_data\images\DJI_1053_patch_20.JPG test_data\masks\DJI_1053_patch_20.JPG
test_data\images\DJI_1053_patch_21.JPG test_data\masks\DJI_1053_patch_21.JPG
test_data\images\DJI_1053_patch_22.JPG test_data\masks\DJI_1053_patch_22.JPG
test_data\images\DJI_1053_patch_23.JPG test_data\masks\DJI_1053_patch_23.JPG
test_data\images\DJI_1053_patch_24.JPG test_data\masks\DJI_1053_patch_24.JPG
test_data\images\DJI_1053_patch_25.JPG test_data\masks\DJI_1053_patch_25.JPG
test_data\images\DJI_1053_patch_26.JPG test_data\masks\DJI_1053_patch_26.JPG
test_data\images\DJI_1053_patch_30.JPG test_data\masks\DJI_1053_patch_30.JPG
test_data\images\DJI_1053_patch_31.JPG test_data\masks\DJI_1053_patch_31.JPG
test_data\images\DJI_1053_patch_32.JPG test_data\masks\DJI_1053_patch_32.JPG
test_data\images\DJI_1053_patch_33.JPG test_data\masks\DJI_1053_patch_33.JPG
test_data\images\DJI_1053_patch_34.JPG test_data\masks\DJI_1053_patch_34.JPG
test_data\images\DJI_1053_patch_35.JPG test_data\masks\DJI_1053_patch_35.JPG
test_data\images\DJI_1053_patch_36.JPG test_data\masks\DJI_1053_patch_36.JPG
test_data\images\DJI_1053_patch_40.JPG test_data\masks\DJI_1053_patch_40.JPG
test_data\images\DJI_1053_patch_41.JPG test_data\masks\DJI_1053_patch_41.JPG
test_data\images\DJI_1053_patch_42.JPG test_data\masks\DJI_1053_patch_42.JPG
test_data\images\DJI_1053_patch_43.JPG test_data\masks\DJI_1053_patch_43.JPG
test_data\images\DJI_1053_patch_44.JPG test_data\masks\DJI_1053_patch_44.JPG
test_data\images\DJI_1053_patch_45.JPG test_data\masks\DJI_1053_patch_45.JPG
test_data\images\DJI_1053_patch_46.JPG test_data\masks\DJI_1053_patch_46.JPG
test_data\images\DJI_1054_patch_00.JPG test_data\masks\DJI_1054_patch_00.JPG
test_data\images\DJI_1054_patch_01.JPG test_data\masks\DJI_1054_patch_01.JPG
test_data\images\DJI_1054_patch_02.JPG test_data\masks\DJI_1054_patch_02.JPG
test_data\images\DJI_1054_patch_03.JPG test_data\masks\DJI_1054_patch_03.JPG
test_data\images\DJI_1054_patch_04.JPG test_data\masks\DJI_1054_patch_04.JPG
test_data\images\DJI_1054_patch_05.JPG test_data\masks\DJI_1054_patch_05.JPG
test_data\images\DJI_1054_patch_06.JPG test_data\masks\DJI_1054_patch_06.JPG
test_data\images\DJI_1054_patch_10.JPG test_data\masks\DJI_1054_patch_10.JPG
test_data\images\DJI_1054_patch_11.JPG test_data\masks\DJI_1054_patch_11.JPG
test_data\images\DJI_1054_patch_12.JPG test_data\masks\DJI_1054_patch_12.JPG
test_data\images\DJI_1054_patch_13.JPG test_data\masks\DJI_1054_patch_13.JPG
test_data\images\DJI_1054_patch_14.JPG test_data\masks\DJI_1054_patch_14.JPG
test_data\images\DJI_1054_patch_15.JPG test_data\masks\DJI_1054_patch_15.JPG
test_data\images\DJI_1054_patch_16.JPG test_data\masks\DJI_1054_patch_16.JPG
test_data\images\DJI_1054_patch_20.JPG test_data\masks\DJI_1054_patch_20.JPG
test_data\images\DJI_1054_patch_21.JPG test_data\masks\DJI_1054_patch_21.JPG
test_data\images\DJI_1054_patch_22.JPG test_data\masks\DJI_1054_patch_22.JPG
test_data\images\DJI_1054_patch_23.JPG test_data\masks\DJI_1054_patch_23.JPG
test_data\images\DJI_1054_patch_24.JPG test_data\masks\DJI_1054_patch_24.JPG
test_data\images\DJI_1054_patch_25.JPG test_data\masks\DJI_1054_patch_25.JPG
test_data\images\DJI_1054_patch_26.JPG test_data\masks\DJI_1054_patch_26.JPG
test_data\images\DJI_1054_patch_30.JPG test_data\masks\DJI_1054_patch_30.JPG
test_data\images\DJI_1054_patch_31.JPG test_data\masks\DJI_1054_patch_31.JPG
test_data\images\DJI_1054_patch_32.JPG test_data\masks\DJI_1054_patch_32.JPG
test_data\images\DJI_1054_patch_33.JPG test_data\masks\DJI_1054_patch_33.JPG
test_data\images\DJI_1054_patch_34.JPG test_data\masks\DJI_1054_patch_34.JPG
test_data\images\DJI_1054_patch_35.JPG test_data\masks\DJI_1054_patch_35.JPG
test_data\images\DJI_1054_patch_36.JPG test_data\masks\DJI_1054_patch_36.JPG
test_data\images\DJI_1054_patch_40.JPG test_data\masks\DJI_1054_patch_40.JPG
test_data\images\DJI_1054_patch_41.JPG test_data\masks\DJI_1054_patch_41.JPG
test_data\images\DJI_1054_patch_42.JPG test_data\masks\DJI_1054_patch_42.JPG
test_data\images\DJI_1054_patch_43.JPG test_data\masks\DJI_1054_patch_43.JPG
test_data\images\DJI_1054_patch_44.JPG test_data\masks\DJI_1054_patch_44.JPG
test_data\images\DJI_1054_patch_45.JPG test_data\masks\DJI_1054_patch_45.JPG
test_data\images\DJI_1054_patch_46.JPG test_data\masks\DJI_1054_patch_46.JPG
test_data\images\DJI_1060_patch_00.JPG test_data\masks\DJI_1060_patch_00.JPG
test_data\images\DJI_1060_patch_01.JPG test_data\masks\DJI_1060_patch_01.JPG
test_data\images\DJI_1060_patch_02.JPG test_data\masks\DJI_1060_patch_02.JPG
test_data\images\DJI_1060_patch_03.JPG test_data\masks\DJI_1060_patch_03.JPG
test_data\images\DJI_1060_patch_04.JPG test_data\masks\DJI_1060_patch_04.JPG
test_data\images\DJI_1060_patch_05.JPG test_data\masks\DJI_1060_patch_05.JPG
test_data\images\DJI_1060_patch_06.JPG test_data\masks\DJI_1060_patch_06.JPG
test_data\images\DJI_1060_patch_10.JPG test_data\masks\DJI_1060_patch_10.JPG
