train_data\images\DJI_0008_patch_00.jpg train_data\masks\DJI_0008_patch_00.png
train_data\images\DJI_1001_patch_46.jpg train_data\masks\DJI_1001_patch_46.png
train_data\images\DJI_1002_patch_00.jpg train_data\masks\DJI_1002_patch_00.png
train_data\images\DJI_1002_patch_01.jpg train_data\masks\DJI_1002_patch_01.png
train_data\images\DJI_1002_patch_02.jpg train_data\masks\DJI_1002_patch_02.png
train_data\images\DJI_1002_patch_03.jpg train_data\masks\DJI_1002_patch_03.png
train_data\images\DJI_1002_patch_04.jpg train_data\masks\DJI_1002_patch_04.png
train_data\images\DJI_1002_patch_05.jpg train_data\masks\DJI_1002_patch_05.png
train_data\images\DJI_1002_patch_06.jpg train_data\masks\DJI_1002_patch_06.png
train_data\images\DJI_1002_patch_10.jpg train_data\masks\DJI_1002_patch_10.png
train_data\images\DJI_1002_patch_11.jpg train_data\masks\DJI_1002_patch_11.png
train_data\images\DJI_1002_patch_12.jpg train_data\masks\DJI_1002_patch_12.png
train_data\images\DJI_1002_patch_13.jpg train_data\masks\DJI_1002_patch_13.png
train_data\images\DJI_1002_patch_14.jpg train_data\masks\DJI_1002_patch_14.png
train_data\images\DJI_1002_patch_15.jpg train_data\masks\DJI_1002_patch_15.png
train_data\images\DJI_1002_patch_16.jpg train_data\masks\DJI_1002_patch_16.png
train_data\images\DJI_1002_patch_20.jpg train_data\masks\DJI_1002_patch_20.png
train_data\images\DJI_1002_patch_21.jpg train_data\masks\DJI_1002_patch_21.png
train_data\images\DJI_1002_patch_22.jpg train_data\masks\DJI_1002_patch_22.png
train_data\images\DJI_1002_patch_23.jpg train_data\masks\DJI_1002_patch_23.png
train_data\images\DJI_1002_patch_24.jpg train_data\masks\DJI_1002_patch_24.png
train_data\images\DJI_1002_patch_25.jpg train_data\masks\DJI_1002_patch_25.png
train_data\images\DJI_1002_patch_26.jpg train_data\masks\DJI_1002_patch_26.png
train_data\images\DJI_1002_patch_30.jpg train_data\masks\DJI_1002_patch_30.png
train_data\images\DJI_1002_patch_31.jpg train_data\masks\DJI_1002_patch_31.png
train_data\images\DJI_1002_patch_32.jpg train_data\masks\DJI_1002_patch_32.png
train_data\images\DJI_1002_patch_33.jpg train_data\masks\DJI_1002_patch_33.png
train_data\images\DJI_1002_patch_34.jpg train_data\masks\DJI_1002_patch_34.png
train_data\images\DJI_1002_patch_35.jpg train_data\masks\DJI_1002_patch_35.png
train_data\images\DJI_1002_patch_36.jpg train_data\masks\DJI_1002_patch_36.png
train_data\images\DJI_1002_patch_40.jpg train_data\masks\DJI_1002_patch_40.png
train_data\images\DJI_1002_patch_41.jpg train_data\masks\DJI_1002_patch_41.png
train_data\images\DJI_1002_patch_42.jpg train_data\masks\DJI_1002_patch_42.png
train_data\images\DJI_1002_patch_43.jpg train_data\masks\DJI_1002_patch_43.png
train_data\images\DJI_1002_patch_44.jpg train_data\masks\DJI_1002_patch_44.png
train_data\images\DJI_1002_patch_45.jpg train_data\masks\DJI_1002_patch_45.png
train_data\images\DJI_1002_patch_46.jpg train_data\masks\DJI_1002_patch_46.png
train_data\images\DJI_1003_patch_00.jpg train_data\masks\DJI_1003_patch_00.png
train_data\images\DJI_1003_patch_01.jpg train_data\masks\DJI_1003_patch_01.png
train_data\images\DJI_1003_patch_02.jpg train_data\masks\DJI_1003_patch_02.png
train_data\images\DJI_1003_patch_03.jpg train_data\masks\DJI_1003_patch_03.png
train_data\images\DJI_1003_patch_04.jpg train_data\masks\DJI_1003_patch_04.png
train_data\images\DJI_1003_patch_05.jpg train_data\masks\DJI_1003_patch_05.png
train_data\images\DJI_1003_patch_06.jpg train_data\masks\DJI_1003_patch_06.png
train_data\images\DJI_1003_patch_10.jpg train_data\masks\DJI_1003_patch_10.png
train_data\images\DJI_1003_patch_11.jpg train_data\masks\DJI_1003_patch_11.png
train_data\images\DJI_1003_patch_12.jpg train_data\masks\DJI_1003_patch_12.png
train_data\images\DJI_1003_patch_13.jpg train_data\masks\DJI_1003_patch_13.png
train_data\images\DJI_1003_patch_14.jpg train_data\masks\DJI_1003_patch_14.png
train_data\images\DJI_1003_patch_15.jpg train_data\masks\DJI_1003_patch_15.png
train_data\images\DJI_1003_patch_16.jpg train_data\masks\DJI_1003_patch_16.png
train_data\images\DJI_1003_patch_20.jpg train_data\masks\DJI_1003_patch_20.png
train_data\images\DJI_1003_patch_21.jpg train_data\masks\DJI_1003_patch_21.png
train_data\images\DJI_1003_patch_22.jpg train_data\masks\DJI_1003_patch_22.png
train_data\images\DJI_1003_patch_23.jpg train_data\masks\DJI_1003_patch_23.png
train_data\images\DJI_1003_patch_24.jpg train_data\masks\DJI_1003_patch_24.png
train_data\images\DJI_1003_patch_25.jpg train_data\masks\DJI_1003_patch_25.png
train_data\images\DJI_1003_patch_26.jpg train_data\masks\DJI_1003_patch_26.png
train_data\images\DJI_1003_patch_30.jpg train_data\masks\DJI_1003_patch_30.png
train_data\images\DJI_1003_patch_31.jpg train_data\masks\DJI_1003_patch_31.png
train_data\images\DJI_1003_patch_32.jpg train_data\masks\DJI_1003_patch_32.png
train_data\images\DJI_1003_patch_33.jpg train_data\masks\DJI_1003_patch_33.png
train_data\images\DJI_1003_patch_34.jpg train_data\masks\DJI_1003_patch_34.png
train_data\images\DJI_1003_patch_35.jpg train_data\masks\DJI_1003_patch_35.png
train_data\images\DJI_1003_patch_36.jpg train_data\masks\DJI_1003_patch_36.png
train_data\images\DJI_1003_patch_40.jpg train_data\masks\DJI_1003_patch_40.png
train_data\images\DJI_1003_patch_41.jpg train_data\masks\DJI_1003_patch_41.png
train_data\images\DJI_1003_patch_42.jpg train_data\masks\DJI_1003_patch_42.png
train_data\images\DJI_1003_patch_43.jpg train_data\masks\DJI_1003_patch_43.png
train_data\images\DJI_1003_patch_44.jpg train_data\masks\DJI_1003_patch_44.png
train_data\images\DJI_1003_patch_45.jpg train_data\masks\DJI_1003_patch_45.png
train_data\images\DJI_1003_patch_46.jpg train_data\masks\DJI_1003_patch_46.png
train_data\images\DJI_1004_patch_00.jpg train_data\masks\DJI_1004_patch_00.png
train_data\images\DJI_1004_patch_01.jpg train_data\masks\DJI_1004_patch_01.png
train_data\images\DJI_1004_patch_02.jpg train_data\masks\DJI_1004_patch_02.png
train_data\images\DJI_1004_patch_03.jpg train_data\masks\DJI_1004_patch_03.png
train_data\images\DJI_1004_patch_04.jpg train_data\masks\DJI_1004_patch_04.png
train_data\images\DJI_1004_patch_05.jpg train_data\masks\DJI_1004_patch_05.png
train_data\images\DJI_1004_patch_06.jpg train_data\masks\DJI_1004_patch_06.png
train_data\images\DJI_1004_patch_10.jpg train_data\masks\DJI_1004_patch_10.png
train_data\images\DJI_1004_patch_11.jpg train_data\masks\DJI_1004_patch_11.png
train_data\images\DJI_1004_patch_12.jpg train_data\masks\DJI_1004_patch_12.png
train_data\images\DJI_1004_patch_13.jpg train_data\masks\DJI_1004_patch_13.png
train_data\images\DJI_1004_patch_14.jpg train_data\masks\DJI_1004_patch_14.png
train_data\images\DJI_1004_patch_15.jpg train_data\masks\DJI_1004_patch_15.png
train_data\images\DJI_1004_patch_16.jpg train_data\masks\DJI_1004_patch_16.png
train_data\images\DJI_1004_patch_20.jpg train_data\masks\DJI_1004_patch_20.png
train_data\images\DJI_1004_patch_21.jpg train_data\masks\DJI_1004_patch_21.png
train_data\images\DJI_1004_patch_22.jpg train_data\masks\DJI_1004_patch_22.png
train_data\images\DJI_1004_patch_23.jpg train_data\masks\DJI_1004_patch_23.png
train_data\images\DJI_1004_patch_24.jpg train_data\masks\DJI_1004_patch_24.png
train_data\images\DJI_1004_patch_25.jpg train_data\masks\DJI_1004_patch_25.png
train_data\images\DJI_1004_patch_26.jpg train_data\masks\DJI_1004_patch_26.png
train_data\images\DJI_1004_patch_30.jpg train_data\masks\DJI_1004_patch_30.png
train_data\images\DJI_1004_patch_31.jpg train_data\masks\DJI_1004_patch_31.png
train_data\images\DJI_1004_patch_32.jpg train_data\masks\DJI_1004_patch_32.png
train_data\images\DJI_1004_patch_33.jpg train_data\masks\DJI_1004_patch_33.png
train_data\images\DJI_1004_patch_34.jpg train_data\masks\DJI_1004_patch_34.png
train_data\images\DJI_1004_patch_35.jpg train_data\masks\DJI_1004_patch_35.png
train_data\images\DJI_1004_patch_36.jpg train_data\masks\DJI_1004_patch_36.png
train_data\images\DJI_1004_patch_40.jpg train_data\masks\DJI_1004_patch_40.png
train_data\images\DJI_1004_patch_41.jpg train_data\masks\DJI_1004_patch_41.png
train_data\images\DJI_1004_patch_42.jpg train_data\masks\DJI_1004_patch_42.png
train_data\images\DJI_1004_patch_43.jpg train_data\masks\DJI_1004_patch_43.png
train_data\images\DJI_1004_patch_44.jpg train_data\masks\DJI_1004_patch_44.png
train_data\images\DJI_1004_patch_45.jpg train_data\masks\DJI_1004_patch_45.png
train_data\images\DJI_1004_patch_46.jpg train_data\masks\DJI_1004_patch_46.png
train_data\images\DJI_1005_patch_00.jpg train_data\masks\DJI_1005_patch_00.png
train_data\images\DJI_1005_patch_01.jpg train_data\masks\DJI_1005_patch_01.png
train_data\images\DJI_1005_patch_02.jpg train_data\masks\DJI_1005_patch_02.png
train_data\images\DJI_1005_patch_03.jpg train_data\masks\DJI_1005_patch_03.png
train_data\images\DJI_1005_patch_04.jpg train_data\masks\DJI_1005_patch_04.png
train_data\images\DJI_1005_patch_05.jpg train_data\masks\DJI_1005_patch_05.png
train_data\images\DJI_1005_patch_06.jpg train_data\masks\DJI_1005_patch_06.png
train_data\images\DJI_1005_patch_10.jpg train_data\masks\DJI_1005_patch_10.png
train_data\images\DJI_1005_patch_11.jpg train_data\masks\DJI_1005_patch_11.png
train_data\images\DJI_1005_patch_12.jpg train_data\masks\DJI_1005_patch_12.png
train_data\images\DJI_1005_patch_13.jpg train_data\masks\DJI_1005_patch_13.png
train_data\images\DJI_1005_patch_14.jpg train_data\masks\DJI_1005_patch_14.png
train_data\images\DJI_1005_patch_15.jpg train_data\masks\DJI_1005_patch_15.png
train_data\images\DJI_1005_patch_16.jpg train_data\masks\DJI_1005_patch_16.png
train_data\images\DJI_1005_patch_20.jpg train_data\masks\DJI_1005_patch_20.png
train_data\images\DJI_1005_patch_21.jpg train_data\masks\DJI_1005_patch_21.png
train_data\images\DJI_1005_patch_22.jpg train_data\masks\DJI_1005_patch_22.png
train_data\images\DJI_1005_patch_23.jpg train_data\masks\DJI_1005_patch_23.png
train_data\images\DJI_1005_patch_24.jpg train_data\masks\DJI_1005_patch_24.png
train_data\images\DJI_1005_patch_25.jpg train_data\masks\DJI_1005_patch_25.png
train_data\images\DJI_1005_patch_26.jpg train_data\masks\DJI_1005_patch_26.png
train_data\images\DJI_1005_patch_30.jpg train_data\masks\DJI_1005_patch_30.png
train_data\images\DJI_1005_patch_31.jpg train_data\masks\DJI_1005_patch_31.png
train_data\images\DJI_1005_patch_32.jpg train_data\masks\DJI_1005_patch_32.png
train_data\images\DJI_1005_patch_33.jpg train_data\masks\DJI_1005_patch_33.png
train_data\images\DJI_1005_patch_34.jpg train_data\masks\DJI_1005_patch_34.png
train_data\images\DJI_1005_patch_35.jpg train_data\masks\DJI_1005_patch_35.png
train_data\images\DJI_1005_patch_36.jpg train_data\masks\DJI_1005_patch_36.png
train_data\images\DJI_1005_patch_40.jpg train_data\masks\DJI_1005_patch_40.png
train_data\images\DJI_1005_patch_41.jpg train_data\masks\DJI_1005_patch_41.png
train_data\images\DJI_1005_patch_42.jpg train_data\masks\DJI_1005_patch_42.png
train_data\images\DJI_1005_patch_43.jpg train_data\masks\DJI_1005_patch_43.png
train_data\images\DJI_1005_patch_44.jpg train_data\masks\DJI_1005_patch_44.png
train_data\images\DJI_1005_patch_45.jpg train_data\masks\DJI_1005_patch_45.png
train_data\images\DJI_1005_patch_46.jpg train_data\masks\DJI_1005_patch_46.png
train_data\images\DJI_1007_patch_00.jpg train_data\masks\DJI_1007_patch_00.png
train_data\images\DJI_1007_patch_01.jpg train_data\masks\DJI_1007_patch_01.png
train_data\images\DJI_1007_patch_02.jpg train_data\masks\DJI_1007_patch_02.png
train_data\images\DJI_1007_patch_03.jpg train_data\masks\DJI_1007_patch_03.png
train_data\images\DJI_1007_patch_04.jpg train_data\masks\DJI_1007_patch_04.png
train_data\images\DJI_1007_patch_05.jpg train_data\masks\DJI_1007_patch_05.png
train_data\images\DJI_1007_patch_06.jpg train_data\masks\DJI_1007_patch_06.png
train_data\images\DJI_1007_patch_10.jpg train_data\masks\DJI_1007_patch_10.png
train_data\images\DJI_1007_patch_11.jpg train_data\masks\DJI_1007_patch_11.png
train_data\images\DJI_1007_patch_12.jpg train_data\masks\DJI_1007_patch_12.png
train_data\images\DJI_1007_patch_13.jpg train_data\masks\DJI_1007_patch_13.png
train_data\images\DJI_1007_patch_14.jpg train_data\masks\DJI_1007_patch_14.png
train_data\images\DJI_1007_patch_15.jpg train_data\masks\DJI_1007_patch_15.png
train_data\images\DJI_1007_patch_16.jpg train_data\masks\DJI_1007_patch_16.png
train_data\images\DJI_1007_patch_20.jpg train_data\masks\DJI_1007_patch_20.png
train_data\images\DJI_1007_patch_21.jpg train_data\masks\DJI_1007_patch_21.png
train_data\images\DJI_1007_patch_22.jpg train_data\masks\DJI_1007_patch_22.png
train_data\images\DJI_1007_patch_23.jpg train_data\masks\DJI_1007_patch_23.png
train_data\images\DJI_1007_patch_24.jpg train_data\masks\DJI_1007_patch_24.png
train_data\images\DJI_1007_patch_25.jpg train_data\masks\DJI_1007_patch_25.png
train_data\images\DJI_1007_patch_26.jpg train_data\masks\DJI_1007_patch_26.png
train_data\images\DJI_1007_patch_30.jpg train_data\masks\DJI_1007_patch_30.png
train_data\images\DJI_1007_patch_31.jpg train_data\masks\DJI_1007_patch_31.png
train_data\images\DJI_1007_patch_32.jpg train_data\masks\DJI_1007_patch_32.png
train_data\images\DJI_1007_patch_33.jpg train_data\masks\DJI_1007_patch_33.png
train_data\images\DJI_1007_patch_34.jpg train_data\masks\DJI_1007_patch_34.png
train_data\images\DJI_1007_patch_35.jpg train_data\masks\DJI_1007_patch_35.png
train_data\images\DJI_1007_patch_36.jpg train_data\masks\DJI_1007_patch_36.png
train_data\images\DJI_1007_patch_40.jpg train_data\masks\DJI_1007_patch_40.png
train_data\images\DJI_1007_patch_41.jpg train_data\masks\DJI_1007_patch_41.png
train_data\images\DJI_1007_patch_42.jpg train_data\masks\DJI_1007_patch_42.png
train_data\images\DJI_1007_patch_43.jpg train_data\masks\DJI_1007_patch_43.png
train_data\images\DJI_1007_patch_44.jpg train_data\masks\DJI_1007_patch_44.png
train_data\images\DJI_1007_patch_45.jpg train_data\masks\DJI_1007_patch_45.png
train_data\images\DJI_1007_patch_46.jpg train_data\masks\DJI_1007_patch_46.png
train_data\images\DJI_1008_patch_00.jpg train_data\masks\DJI_1008_patch_00.png
train_data\images\DJI_1008_patch_01.jpg train_data\masks\DJI_1008_patch_01.png
train_data\images\DJI_1008_patch_02.jpg train_data\masks\DJI_1008_patch_02.png
train_data\images\DJI_1008_patch_03.jpg train_data\masks\DJI_1008_patch_03.png
train_data\images\DJI_1008_patch_04.jpg train_data\masks\DJI_1008_patch_04.png
train_data\images\DJI_1008_patch_05.jpg train_data\masks\DJI_1008_patch_05.png
train_data\images\DJI_1008_patch_06.jpg train_data\masks\DJI_1008_patch_06.png
train_data\images\DJI_1008_patch_10.jpg train_data\masks\DJI_1008_patch_10.png
train_data\images\DJI_1008_patch_11.jpg train_data\masks\DJI_1008_patch_11.png
train_data\images\DJI_1008_patch_12.jpg train_data\masks\DJI_1008_patch_12.png
train_data\images\DJI_1008_patch_13.jpg train_data\masks\DJI_1008_patch_13.png
train_data\images\DJI_1008_patch_14.jpg train_data\masks\DJI_1008_patch_14.png
train_data\images\DJI_1008_patch_15.jpg train_data\masks\DJI_1008_patch_15.png
train_data\images\DJI_1008_patch_16.jpg train_data\masks\DJI_1008_patch_16.png
train_data\images\DJI_1008_patch_20.jpg train_data\masks\DJI_1008_patch_20.png
train_data\images\DJI_1008_patch_21.jpg train_data\masks\DJI_1008_patch_21.png
train_data\images\DJI_1008_patch_22.jpg train_data\masks\DJI_1008_patch_22.png
train_data\images\DJI_1008_patch_23.jpg train_data\masks\DJI_1008_patch_23.png
train_data\images\DJI_1008_patch_24.jpg train_data\masks\DJI_1008_patch_24.png
train_data\images\DJI_1008_patch_25.jpg train_data\masks\DJI_1008_patch_25.png
train_data\images\DJI_1008_patch_26.jpg train_data\masks\DJI_1008_patch_26.png
train_data\images\DJI_1008_patch_30.jpg train_data\masks\DJI_1008_patch_30.png
train_data\images\DJI_1008_patch_31.jpg train_data\masks\DJI_1008_patch_31.png
train_data\images\DJI_1008_patch_32.jpg train_data\masks\DJI_1008_patch_32.png
train_data\images\DJI_1008_patch_33.jpg train_data\masks\DJI_1008_patch_33.png
train_data\images\DJI_1008_patch_34.jpg train_data\masks\DJI_1008_patch_34.png
train_data\images\DJI_1008_patch_35.jpg train_data\masks\DJI_1008_patch_35.png
train_data\images\DJI_1008_patch_36.jpg train_data\masks\DJI_1008_patch_36.png
train_data\images\DJI_1008_patch_40.jpg train_data\masks\DJI_1008_patch_40.png
train_data\images\DJI_1008_patch_41.jpg train_data\masks\DJI_1008_patch_41.png
train_data\images\DJI_1008_patch_42.jpg train_data\masks\DJI_1008_patch_42.png
train_data\images\DJI_1008_patch_43.jpg train_data\masks\DJI_1008_patch_43.png
train_data\images\DJI_1008_patch_44.jpg train_data\masks\DJI_1008_patch_44.png
train_data\images\DJI_1008_patch_45.jpg train_data\masks\DJI_1008_patch_45.png
train_data\images\DJI_1008_patch_46.jpg train_data\masks\DJI_1008_patch_46.png
train_data\images\DJI_1009_patch_00.jpg train_data\masks\DJI_1009_patch_00.png
train_data\images\DJI_1009_patch_01.jpg train_data\masks\DJI_1009_patch_01.png
train_data\images\DJI_1009_patch_02.jpg train_data\masks\DJI_1009_patch_02.png
train_data\images\DJI_1009_patch_03.jpg train_data\masks\DJI_1009_patch_03.png
train_data\images\DJI_1009_patch_04.jpg train_data\masks\DJI_1009_patch_04.png
train_data\images\DJI_1009_patch_05.jpg train_data\masks\DJI_1009_patch_05.png
train_data\images\DJI_1009_patch_06.jpg train_data\masks\DJI_1009_patch_06.png
train_data\images\DJI_1009_patch_10.jpg train_data\masks\DJI_1009_patch_10.png
train_data\images\DJI_1009_patch_11.jpg train_data\masks\DJI_1009_patch_11.png
train_data\images\DJI_1009_patch_12.jpg train_data\masks\DJI_1009_patch_12.png
train_data\images\DJI_1009_patch_13.jpg train_data\masks\DJI_1009_patch_13.png
train_data\images\DJI_1009_patch_14.jpg train_data\masks\DJI_1009_patch_14.png
train_data\images\DJI_1009_patch_15.jpg train_data\masks\DJI_1009_patch_15.png
train_data\images\DJI_1009_patch_16.jpg train_data\masks\DJI_1009_patch_16.png
train_data\images\DJI_1009_patch_20.jpg train_data\masks\DJI_1009_patch_20.png
train_data\images\DJI_1009_patch_21.jpg train_data\masks\DJI_1009_patch_21.png
train_data\images\DJI_1009_patch_22.jpg train_data\masks\DJI_1009_patch_22.png
train_data\images\DJI_1009_patch_23.jpg train_data\masks\DJI_1009_patch_23.png
train_data\images\DJI_1009_patch_24.jpg train_data\masks\DJI_1009_patch_24.png
train_data\images\DJI_1009_patch_25.jpg train_data\masks\DJI_1009_patch_25.png
train_data\images\DJI_1009_patch_26.jpg train_data\masks\DJI_1009_patch_26.png
train_data\images\DJI_1009_patch_30.jpg train_data\masks\DJI_1009_patch_30.png
train_data\images\DJI_1009_patch_31.jpg train_data\masks\DJI_1009_patch_31.png
train_data\images\DJI_1009_patch_32.jpg train_data\masks\DJI_1009_patch_32.png
train_data\images\DJI_1009_patch_33.jpg train_data\masks\DJI_1009_patch_33.png
train_data\images\DJI_1009_patch_34.jpg train_data\masks\DJI_1009_patch_34.png
train_data\images\DJI_1009_patch_35.jpg train_data\masks\DJI_1009_patch_35.png
train_data\images\DJI_1009_patch_36.jpg train_data\masks\DJI_1009_patch_36.png
train_data\images\DJI_1009_patch_40.jpg train_data\masks\DJI_1009_patch_40.png
train_data\images\DJI_1009_patch_41.jpg train_data\masks\DJI_1009_patch_41.png
train_data\images\DJI_1009_patch_42.jpg train_data\masks\DJI_1009_patch_42.png
train_data\images\DJI_1009_patch_43.jpg train_data\masks\DJI_1009_patch_43.png
train_data\images\DJI_1009_patch_44.jpg train_data\masks\DJI_1009_patch_44.png
train_data\images\DJI_1009_patch_45.jpg train_data\masks\DJI_1009_patch_45.png
train_data\images\DJI_1009_patch_46.jpg train_data\masks\DJI_1009_patch_46.png
train_data\images\DJI_1010_patch_00.jpg train_data\masks\DJI_1010_patch_00.png
train_data\images\DJI_1010_patch_01.jpg train_data\masks\DJI_1010_patch_01.png
train_data\images\DJI_1010_patch_02.jpg train_data\masks\DJI_1010_patch_02.png
train_data\images\DJI_1010_patch_03.jpg train_data\masks\DJI_1010_patch_03.png
train_data\images\DJI_1010_patch_04.jpg train_data\masks\DJI_1010_patch_04.png
train_data\images\DJI_1010_patch_05.jpg train_data\masks\DJI_1010_patch_05.png
train_data\images\DJI_1010_patch_06.jpg train_data\masks\DJI_1010_patch_06.png
train_data\images\DJI_1010_patch_10.jpg train_data\masks\DJI_1010_patch_10.png
train_data\images\DJI_1010_patch_11.jpg train_data\masks\DJI_1010_patch_11.png
train_data\images\DJI_1010_patch_12.jpg train_data\masks\DJI_1010_patch_12.png
train_data\images\DJI_1010_patch_13.jpg train_data\masks\DJI_1010_patch_13.png
train_data\images\DJI_1010_patch_14.jpg train_data\masks\DJI_1010_patch_14.png
train_data\images\DJI_1010_patch_15.jpg train_data\masks\DJI_1010_patch_15.png
train_data\images\DJI_1010_patch_16.jpg train_data\masks\DJI_1010_patch_16.png
train_data\images\DJI_1010_patch_20.jpg train_data\masks\DJI_1010_patch_20.png
train_data\images\DJI_1010_patch_21.jpg train_data\masks\DJI_1010_patch_21.png
train_data\images\DJI_1010_patch_22.jpg train_data\masks\DJI_1010_patch_22.png
train_data\images\DJI_1010_patch_23.jpg train_data\masks\DJI_1010_patch_23.png
train_data\images\DJI_1010_patch_24.jpg train_data\masks\DJI_1010_patch_24.png
train_data\images\DJI_1010_patch_25.jpg train_data\masks\DJI_1010_patch_25.png
train_data\images\DJI_1010_patch_26.jpg train_data\masks\DJI_1010_patch_26.png
train_data\images\DJI_1010_patch_30.jpg train_data\masks\DJI_1010_patch_30.png
train_data\images\DJI_1010_patch_31.jpg train_data\masks\DJI_1010_patch_31.png
train_data\images\DJI_1010_patch_32.jpg train_data\masks\DJI_1010_patch_32.png
train_data\images\DJI_1010_patch_33.jpg train_data\masks\DJI_1010_patch_33.png
train_data\images\DJI_1010_patch_34.jpg train_data\masks\DJI_1010_patch_34.png
train_data\images\DJI_1010_patch_35.jpg train_data\masks\DJI_1010_patch_35.png
train_data\images\DJI_1010_patch_36.jpg train_data\masks\DJI_1010_patch_36.png
train_data\images\DJI_1010_patch_40.jpg train_data\masks\DJI_1010_patch_40.png
train_data\images\DJI_1010_patch_41.jpg train_data\masks\DJI_1010_patch_41.png
train_data\images\DJI_1010_patch_42.jpg train_data\masks\DJI_1010_patch_42.png
train_data\images\DJI_1010_patch_43.jpg train_data\masks\DJI_1010_patch_43.png
train_data\images\DJI_1010_patch_44.jpg train_data\masks\DJI_1010_patch_44.png
train_data\images\DJI_1010_patch_45.jpg train_data\masks\DJI_1010_patch_45.png
train_data\images\DJI_1010_patch_46.jpg train_data\masks\DJI_1010_patch_46.png
train_data\images\DJI_1011_patch_00.jpg train_data\masks\DJI_1011_patch_00.png
train_data\images\DJI_1011_patch_01.jpg train_data\masks\DJI_1011_patch_01.png
train_data\images\DJI_1011_patch_02.jpg train_data\masks\DJI_1011_patch_02.png
train_data\images\DJI_1011_patch_03.jpg train_data\masks\DJI_1011_patch_03.png
train_data\images\DJI_1011_patch_04.jpg train_data\masks\DJI_1011_patch_04.png
train_data\images\DJI_1011_patch_05.jpg train_data\masks\DJI_1011_patch_05.png
train_data\images\DJI_1011_patch_06.jpg train_data\masks\DJI_1011_patch_06.png
train_data\images\DJI_1011_patch_10.jpg train_data\masks\DJI_1011_patch_10.png
train_data\images\DJI_1011_patch_11.jpg train_data\masks\DJI_1011_patch_11.png
train_data\images\DJI_1011_patch_12.jpg train_data\masks\DJI_1011_patch_12.png
train_data\images\DJI_1011_patch_13.jpg train_data\masks\DJI_1011_patch_13.png
train_data\images\DJI_1011_patch_14.jpg train_data\masks\DJI_1011_patch_14.png
train_data\images\DJI_1011_patch_15.jpg train_data\masks\DJI_1011_patch_15.png
train_data\images\DJI_1011_patch_16.jpg train_data\masks\DJI_1011_patch_16.png
train_data\images\DJI_1011_patch_20.jpg train_data\masks\DJI_1011_patch_20.png
train_data\images\DJI_1011_patch_21.jpg train_data\masks\DJI_1011_patch_21.png
train_data\images\DJI_1011_patch_22.jpg train_data\masks\DJI_1011_patch_22.png
train_data\images\DJI_1011_patch_23.jpg train_data\masks\DJI_1011_patch_23.png
train_data\images\DJI_1011_patch_24.jpg train_data\masks\DJI_1011_patch_24.png
train_data\images\DJI_1011_patch_25.jpg train_data\masks\DJI_1011_patch_25.png
train_data\images\DJI_1011_patch_26.jpg train_data\masks\DJI_1011_patch_26.png
train_data\images\DJI_1011_patch_30.jpg train_data\masks\DJI_1011_patch_30.png
train_data\images\DJI_1011_patch_31.jpg train_data\masks\DJI_1011_patch_31.png
train_data\images\DJI_1011_patch_32.jpg train_data\masks\DJI_1011_patch_32.png
train_data\images\DJI_1011_patch_33.jpg train_data\masks\DJI_1011_patch_33.png
train_data\images\DJI_1011_patch_34.jpg train_data\masks\DJI_1011_patch_34.png
train_data\images\DJI_1011_patch_35.jpg train_data\masks\DJI_1011_patch_35.png
train_data\images\DJI_1011_patch_36.jpg train_data\masks\DJI_1011_patch_36.png
train_data\images\DJI_1011_patch_40.jpg train_data\masks\DJI_1011_patch_40.png
train_data\images\DJI_1011_patch_41.jpg train_data\masks\DJI_1011_patch_41.png
train_data\images\DJI_1011_patch_42.jpg train_data\masks\DJI_1011_patch_42.png
train_data\images\DJI_1011_patch_43.jpg train_data\masks\DJI_1011_patch_43.png
train_data\images\DJI_1011_patch_44.jpg train_data\masks\DJI_1011_patch_44.png
train_data\images\DJI_1011_patch_45.jpg train_data\masks\DJI_1011_patch_45.png
train_data\images\DJI_1011_patch_46.jpg train_data\masks\DJI_1011_patch_46.png
train_data\images\DJI_1012_patch_00.jpg train_data\masks\DJI_1012_patch_00.png
train_data\images\DJI_1012_patch_01.jpg train_data\masks\DJI_1012_patch_01.png
train_data\images\DJI_1012_patch_02.jpg train_data\masks\DJI_1012_patch_02.png
train_data\images\DJI_1012_patch_03.jpg train_data\masks\DJI_1012_patch_03.png
train_data\images\DJI_1012_patch_04.jpg train_data\masks\DJI_1012_patch_04.png
train_data\images\DJI_1012_patch_05.jpg train_data\masks\DJI_1012_patch_05.png
train_data\images\DJI_1012_patch_06.jpg train_data\masks\DJI_1012_patch_06.png
train_data\images\DJI_1012_patch_10.jpg train_data\masks\DJI_1012_patch_10.png
train_data\images\DJI_1012_patch_11.jpg train_data\masks\DJI_1012_patch_11.png
train_data\images\DJI_1012_patch_12.jpg train_data\masks\DJI_1012_patch_12.png
train_data\images\DJI_1012_patch_13.jpg train_data\masks\DJI_1012_patch_13.png
train_data\images\DJI_1012_patch_14.jpg train_data\masks\DJI_1012_patch_14.png
train_data\images\DJI_1012_patch_15.jpg train_data\masks\DJI_1012_patch_15.png
train_data\images\DJI_1012_patch_16.jpg train_data\masks\DJI_1012_patch_16.png
train_data\images\DJI_1012_patch_20.jpg train_data\masks\DJI_1012_patch_20.png
train_data\images\DJI_1012_patch_21.jpg train_data\masks\DJI_1012_patch_21.png
